Firm,Year,red,blue,Employment,MarketCap,num_days_nxt,total_return_nxt,num_days,total_return,sectorNo,sectorNote,MarketLeader,n_competitor,n_closecomp,CloseLeader,CloseCompetitor,n_investment,estimated_USD,estimated_TL,D,DeltaD,have_inv
ARFYO,2003,0,0,4,6010172551500,249,0.6478304846234758,246,0.7654678421395711,46,menkul kiymet yatirim ortakliklari,FALSE,17,7,0,TRUE,0,0,0,0,0,FALSE
ARSAN,2003,0,1,1117,306180000000000,249,-0.3597190863199606,246,-1.2374487335223257,29,entegre her seviye tekstil,TRUE,4,0,1,FALSE,7,163142989.84674078,236095691,0,-1,TRUE
ASELS,2003,1,0,2910,448395750000000,249,-0.067252227009165,246,-0.14482527243300614,15,aselsanlike,TRUE,8,0,1,FALSE,0,0,0,1,1,FALSE
ASLAN,2003,0,0,254,86746659210000,249,0.9921288082656581,245,0.20067069546215555,20,cimento,FALSE,19,8,0,TRUE,10,1318130.3151765873,1933957,0,0,TRUE
ASUZU,2003,1,0,524,82190384476100,249,0.27600403570661913,246,0.5785806159943975,1,Araba,FALSE,9,0,1,FALSE,0,0,0,1,0,FALSE
ATAYO,2003,0,1,2,1375000000000,249,0.4567584024957153,246,0.5465437063680698,5,GYOlar fln,TRUE,2,0,1,FALSE,0,0,0,0,-1,FALSE
ATEKS,2003,0,1,1706,61109999999999.99,249,0.3244194756472527,246,-0.06605169289613766,29,entegre her seviye tekstil,FALSE,4,1,1,TRUE,0,0,0,0,-1,FALSE
ATLAS,2003,0,1,2,1222650000000,249,0.6229429218866991,237,0.504489805316906,46,menkul kiymet yatirim ortakliklari,FALSE,17,4,0,TRUE,0,0,0,0,-1,FALSE
ATSYO,2003,1,0,3,1020000000000,249,0.4025161692341891,245,0.7999772041971309,46,menkul kiymet yatirim ortakliklari,FALSE,17,5,0,TRUE,0,0,0,1,1,FALSE
AVRSY,2003,0,1,4,18250000000000,249,0.06301571127647274,246,-0.028579712652829575,46,menkul kiymet yatirim ortakliklari,FALSE,17,3,0,TRUE,0,0,0,0,-1,FALSE
AYCES,2003,0,1,183,17813250000000,249,0.003916364837439734,246,1.2114259714943136,49,otel restoran,FALSE,8,4,0,TRUE,0,0,0,0,-1,FALSE
AYEN,2003,1,0,68,115622999999999.98,249,0.9560492240132374,245,-0.19621066895462136,27,elektrik gaz su,FALSE,4,0,1,FALSE,9,347742610.3514693,526500000,1,1,TRUE
AYGAZ,2003,0,1,957,197517523203e4,249,-0.13611597890723992,246,0.3403201257440902,31,gaz,TRUE,1,0,1,FALSE,4,7516346.552861682,3880138500000,0,-1,TRUE
BAGFS,2003,0,0,343,49500000000000,249,0.02996683230993069,246,0.3956829790884675,33,gubre,FALSE,4,1,0,TRUE,3,86851729.14939742,123312000,0,0,TRUE
BAKAB,2003,0,1,323,32850000,249,-0.014051753455650351,246,-0.12379421734666418,53,paper products,FALSE,12,0,1,FALSE,30,2180692.69655015,3062628,0,-1,TRUE
BANVT,2003,0,1,1953,170000000000000,249,-0.04757658745542931,246,0.6703867097767322,30,et urunleri,TRUE,5,0,1,FALSE,0,0,0,0,-1,FALSE
BEKO,2003,0,1,3217,291000000000000,249,0.010704611658606256,246,0.4157216082753492,3,Beyazesya,FALSE,7,0,1,FALSE,5,96683673.83416805,146384000,0,-1,TRUE
BERDN,2003,0,0,921,8580000000000,249,0.5155989025186485,246,0.2363887780642304,62,son giyilecek clothes tekstil,FALSE,12,3,0,TRUE,0,0,0,0,0,FALSE
BFREN,2003,0,0,184,2112e12,249,1.5747598197518538,246,0.6366569926052024,1,Araba,FALSE,9,2,0,TRUE,1,3276640.246825525,4961000,0,0,TRUE
BISAS,2003,0,1,320,7560000000000,249,0.8064758658669484,246,0.22314355131420982,29,entegre her seviye tekstil,FALSE,4,0,1,FALSE,0,0,0,0,-1,FALSE
BJKAS,2003,0,0,53,37544625000000,249,-0.08411004981156522,246,0.3508609740733124,63,spor takimlari,FALSE,3,1,1,TRUE,0,0,0,0,-1,FALSE
BOLUC,2003,0,0,256,147311678751600,249,0.20593005724630642,246,0.3579784169974568,20,cimento,FALSE,19,8,0,TRUE,0,0,0,0,0,FALSE
BOSSA,2003,0,0,1850,192375000000000,249,0.22054276961415237,246,-0.13311100861060043,62,son giyilecek clothes tekstil,TRUE,12,1,0,TRUE,2,100950.37328881286,152844,0,0,TRUE
BRISA,2003,0,1,1158,245581875000000,249,0.3378064596343484,246,0.6317483494499676,44,lastikler,TRUE,2,1,0,TRUE,0,0,0,0,-1,FALSE
BRMEN,2003,0,0,1705,60106049999999.99,249,0.11100166019447855,242,0.33794390723266926,25,dogal ip tekstil,TRUE,6,1,0,TRUE,1,858623.729262887,1300000,0,0,TRUE
BROVA,2003,0,0,117,18528750000000,249,-0.1839519159248327,246,-0.011791607234749035,39,insaat isleri,FALSE,3,0,1,FALSE,0,0,0,0,0,FALSE
BRSAN,2003,0,1,909,6520500000000,249,0.8581512467355208,246,0.49060598423887847,16,boru,FALSE,2,0,1,FALSE,1,149928.9127251349,227000,0,-1,TRUE
BRYAT,2003,0,1,12,355000000000000,249,0.5353777641690404,246,0.6499750086947437,8,Holdingler ve yatirim sirketleri,FALSE,16,4,0,TRUE,0,0,0,0,-1,FALSE
BSOKE,2003,0,1,274,37125000000000,249,0.4959269134288063,246,0.08343066496269658,20,cimento,FALSE,19,2,1,TRUE,5,14104374.999830227,20120000,0,-1,TRUE
BSPRO,2003,0,0,2406,910424794506500,249,0.4089206989093741,246,-0.14903557916048937,3,Beyazesya,FALSE,7,1,0,TRUE,3,19020837.286463417,26674980,0,0,TRUE
BTCIM,2003,0,0,352,162400000000000,249,0.28843269156675855,246,-0.08501234758133058,20,cimento,FALSE,19,8,0,TRUE,3,14515835.061480902,241637301262,0,0,TRUE
BUCIM,2003,1,0,267,193995648000000,249,0.33627442761527043,246,0.010017841622540935,20,cimento,FALSE,19,6,0,TRUE,0,0,0,1,1,FALSE
BUMYO,2003,0,0,5,540000000000,249,0.5649153648739325,241,0.5548425091827627,46,menkul kiymet yatirim ortakliklari,FALSE,17,3,1,TRUE,0,0,0,0,0,FALSE
BURCE,2003,0,0,267,4341600000000,249,0.8249993116647478,246,0.10610650599454785,22,demir dokum,FALSE,4,0,1,FALSE,0,0,0,0,0,FALSE
CARSI,2003,0,1,1782,90585000000000,249,0.10768059626899051,246,0.2509500631830509,32,giyim magazası,TRUE,2,0,1,FALSE,0,0,0,0,-1,FALSE
CBSBO,2003,0,0,93,9518307500000,249,-0.2853207962661011,246,-0.0279738520424061,17,boya,FALSE,7,2,0,TRUE,0,0,0,0,0,FALSE
CELHA,2003,0,1,225,17905053600000,249,0.14637953510237156,246,0.458942709019579,34,halat,TRUE,1,0,1,FALSE,0,0,0,0,-1,FALSE
CEMTS,2003,0,0,256,15575040000000,249,0.6049430212421716,246,0.9614111671546279,22,demir dokum,FALSE,4,0,1,FALSE,2,92467.17084369554,140000,0,0,TRUE
CEYLN,2003,0,0,128,7427842500000,249,0.35814079952630284,246,0.0875980593179859,13,ara ureticiler tekstil,FALSE,10,1,1,TRUE,0,0,0,0,0,FALSE
CIMSA,2003,0,0,454,448830720000000,249,0.37657730514590326,246,0.6175729001803666,20,cimento,FALSE,19,3,0,TRUE,0,0,0,0,0,FALSE
CLEBI,2003,0,0,812,157500000000000,249,0.1768363779308938,246,0.29017098675208025,37,havayolu,FALSE,2,0,1,FALSE,3,8639452.710109582,12800000,0,0,TRUE
CMBTN,2003,0,0,92,11328000000000,249,0.5420406431139151,246,0.24783616390458119,20,cimento,FALSE,19,1,1,TRUE,0,0,0,0,0,FALSE
CMENT,2003,0,0,313,637875000000000,249,0.3579955136964139,246,-0.2323969427759851,20,cimento,FALSE,19,2,0,TRUE,0,0,0,0,0,FALSE
CMLOJ,2003,0,1,62,8539999999999.999,249,0.8502090705946623,246,0.18641154204548016,43,karayolu,TRUE,1,0,1,FALSE,0,0,0,0,-1,FALSE
COMUN,2003,1,0,162,185500000000,249,0.6866173501207916,246,0.016818564562828098,61,sigorta sirketleri,FALSE,7,0,1,FALSE,0,0,0,1,1,FALSE
CYTAS,2003,0,1,382,37440000000000,249,0.8639196514853799,246,0.5403844260075351,25,dogal ip tekstil,FALSE,6,3,0,TRUE,0,0,0,0,-1,FALSE
DARDL,2003,0,0,890,11483366400000,248,0.02575249610241455,246,0.5552773863368249,30,et urunleri,FALSE,5,2,1,TRUE,0,0,0,0,0,FALSE
DENCM,2003,0,0,820,13350000000000,249,0.22516171547044694,246,0.10648348040245004,19,cam,FALSE,5,0,1,FALSE,1,1078743.81089568,1633273,0,0,TRUE
DENTA,2003,0,0,368,27000000000000,249,0.38444674088458786,246,0.14618251017808126,53,paper products,FALSE,12,1,0,TRUE,2,3260483.590159965,4936538,0,0,TRUE
DERIM,2003,0,0,58,14549999999999.998,248,0.06765784847413825,246,-0.2980448594873275,23,deri isleri tekstil,FALSE,2,0,1,FALSE,0,0,0,0,0,FALSE
DEVA,2003,0,1,1045,204999999999999.97,249,0.4762765345176313,246,0.26610958719765265,26,ecza,FALSE,2,0,1,FALSE,4,36405609.27685545,51720000,0,-1,TRUE
DISBA,2003,0,1,3403,266168000000000,249,0.7595972904568168,246,0.898998834764173,2,Bankalar,FALSE,12,2,1,TRUE,0,0,0,0,-1,FALSE
DITAS,2003,0,1,472,4788000000000,249,0.49944030154086516,246,1.4313180424938454,1,Araba,FALSE,9,0,1,FALSE,0,0,0,0,0,FALSE
DMSAS,2003,0,0,578,142800000000000,248,0.7652938572758123,246,0.7866732385707692,22,demir dokum,FALSE,4,1,1,TRUE,0,0,0,0,0,FALSE
DNZYO,2003,0,1,3,573750000000,248,1.4847929970406732,246,1.3046163301056226,5,GYOlar fln,FALSE,2,0,1,FALSE,0,0,0,0,-1,FALSE
DOBUR,2003,0,1,333,42051187500000,249,0.4853363667357855,246,0.915027371371708,6,Gazete dagitanlar,FALSE,2,0,1,FALSE,0,0,0,0,-1,FALSE
DOGUB,2003,0,1,71,5076288243020,247,0.20701416938432604,242,0.5276327420823718,20,cimento,FALSE,19,0,1,FALSE,0,0,0,0,0,FALSE
DOHOL,2003,0,1,110,780000000000000,249,0.29022456758931386,246,0.7585146956853909,8,Holdingler ve yatirim sirketleri,FALSE,16,1,0,TRUE,0,0,0,0,-1,FALSE
DOKTS,2003,0,1,1851,156816000000000,249,-0.10724553035359807,246,1.1462456962909884,22,demir dokum,TRUE,4,1,0,TRUE,1,5280969.913347465,7100000,0,-1,TRUE
DUROF,2003,0,1,161,3800000000000,249,0.9937782273525291,246,0.797981241875525,53,paper products,FALSE,12,0,1,FALSE,2,2807914.086324012,4101610,0,-1,TRUE
DYHOL,2003,0,1,57,727727671125000,249,0.12188981760903628,246,1.0628014021365801,12,Yayincilik,TRUE,1,0,1,FALSE,0,0,0,0,-1,FALSE
DYOBY,2003,0,1,937,64697421093750,249,0.14269088857030843,246,0.021978906718775226,17,boya,FALSE,7,2,1,TRUE,1,204088.2556478709,309000,0,-1,TRUE
ECBYO,2003,0,1,1,5985000000000,249,0.05378382054316623,246,0.4901356653115754,8,Holdingler ve yatirim sirketleri,FALSE,16,2,0,TRUE,0,0,0,0,-1,FALSE
ECILC,2003,0,1,891,2010096e9,249,0.6057231787225968,246,0.681794487624471,26,ecza,TRUE,2,0,1,FALSE,2,5838646.421864853,8641798,0,-1,TRUE
ECYAP,2003,0,1,1750,1996875e12,249,0.2003076285875781,246,0.06148277966367255,39,insaat isleri,FALSE,3,0,1,FALSE,9,20746942.815312903,29454627,0,-1,TRUE
ECZYT,2003,0,1,4,55440000000000,249,0.47957308026188544,246,0.402644781279136,8,Holdingler ve yatirim sirketleri,FALSE,16,2,0,TRUE,0,0,0,0,-1,FALSE
EDIP,2003,1,0,1098,22873500000000,249,0.743048653785426,246,0.18217114052084282,25,dogal ip tekstil,FALSE,6,2,1,TRUE,1,1398357.894364739,1973140,1,1,TRUE
EFES,2003,0,1,21,49393890000000,249,0.6528732814220055,246,0.7198154276421065,8,Holdingler ve yatirim sirketleri,FALSE,16,3,0,TRUE,0,0,0,0,-1,FALSE
EGEEN,2003,0,1,440,28035000000000,249,0.5324647988694726,246,-0.3297532863724688,1,Araba,FALSE,9,1,0,TRUE,0,0,0,0,-1,FALSE
EGGUB,2003,0,0,174,9943560000000,249,1.0586243638604045,246,0.4800539650992359,33,gubre,FALSE,4,0,1,FALSE,0,0,0,0,0,FALSE
EGPRO,2003,0,0,217,31074840000000,249,0.8564596110709051,241,-0.007272759329080336,58,plastik,FALSE,4,1,0,TRUE,0,0,0,0,0,FALSE
EMKEL,2003,0,0,71,10021357500000,248,-0.057810613199613725,246,-0.08912132540802498,28,elektronik kablo etc,FALSE,6,1,1,TRUE,0,0,0,0,0,FALSE
EMNIS,2003,0,1,105,9192750000000,249,0.46247030160138847,246,0.3506568716131692,53,paper products,FALSE,12,3,1,TRUE,0,0,0,0,-1,FALSE
EPLAS,2003,0,0,371,10119230772800,249,-0.21622310846963588,246,0.6496620686202063,58,plastik,FALSE,4,0,1,FALSE,0,0,0,0,0,FALSE
ERBOS,2003,0,0,346,17487000000000,249,0.3662026004310601,246,0.2839946004712304,16,boru,TRUE,2,0,1,FALSE,1,990719.6876110235,1500000,0,0,TRUE
EREGL,2003,0,0,6616,742896000000000,249,0.40541375696764526,246,0.9072951689655747,21,demir celik,TRUE,3,0,1,FALSE,14,410050000,602323168.8284,0,0,TRUE
ERSU,2003,0,1,130,27874800000000,249,-0.09353628501261867,246,-0.057819570888825944,47,meyve sebze,TRUE,5,4,0,TRUE,0,0,0,0,0,FALSE
ESCOM,2003,0,0,103,31929000000000,249,-0.0385722747862397,246,-0.44952509790219464,15,aselsanlike,FALSE,8,1,0,TRUE,0,0,0,0,0,FALSE
ESEMS,2003,0,0,186,5940000000000,245,0.4559299020340738,246,0.8047382459684075,62,son giyilecek clothes tekstil,FALSE,12,3,0,TRUE,0,0,0,0,0,FALSE
EVREN,2003,0,1,2,9500000000000,241,0.4826109109545441,245,0.8488004902717377,46,menkul kiymet yatirim ortakliklari,FALSE,17,6,0,TRUE,0,0,0,0,-1,FALSE
FENIS,2003,0,1,354,11707315200000,249,0.49656346830464354,246,0.13976194237515915,24,diger metal isleri,TRUE,1,0,1,FALSE,0,0,0,0,-1,FALSE
FFKRL,2003,0,1,58,34956594210000,249,0.2572305352863442,246,0.6208095091582096,4,"Factoring, finansal kiralama",FALSE,10,1,0,TRUE,0,0,0,0,-1,FALSE
FINBN,2003,0,1,3923,331671600000000,249,0.7603061060648455,246,0.8804463330800025,2,Bankalar,FALSE,12,2,0,TRUE,0,0,0,0,-1,FALSE
FMIZP,2003,0,0,24,39312900000000,249,0.7814715090652046,246,0.2683350043623982,66,takim tezgahlari uretimi,TRUE,2,0,1,FALSE,2,336844.69378774805,510000,0,0,TRUE
FNSYO,2003,0,1,2,4875000000000,249,0.24387944979338827,246,0.8267340849292963,46,menkul kiymet yatirim ortakliklari,FALSE,17,7,0,TRUE,0,0,0,0,-1,FALSE
FRIGO,2003,1,0,412,5280000000000,249,0.19535180665316304,246,0.3509769228240949,54,pastry food and biscuits etc,FALSE,3,0,1,FALSE,0,0,0,1,1,FALSE
FROTO,2003,0,1,5948,409395e10,249,0.1695651353525205,246,0.987986721580611,1,Araba,TRUE,9,1,0,TRUE,0,0,0,0,-1,FALSE
FVORI,2003,0,1,300,5265000000000,248,0.7472144018302211,246,0.36772478012531734,49,otel restoran,FALSE,8,2,1,TRUE,3,2429820.9927212102,3450000,0,-1,TRUE
GARAN,2003,0,1,8145,1767381297095084.8,249,0.4165120636259729,246,0.6829365117068069,2,Bankalar,FALSE,12,1,0,TRUE,0,0,0,0,-1,FALSE
GARFA,2003,0,1,20,16125000000000,249,0.5662164719667783,246,0.3397889892472047,4,"Factoring, finansal kiralama",FALSE,10,4,0,TRUE,0,0,0,0,-1,FALSE
GDKYO,2003,0,1,3,875000000000,249,0.9958411450142,246,0.18232155679395423,14,araci kurumlar,FALSE,4,0,1,FALSE,0,0,0,0,-1,FALSE
GEDIZ,2003,0,0,365,8279999999999.999,249,-0.04609110720026704,246,-0.035401927050915744,25,dogal ip tekstil,FALSE,6,1,1,TRUE,0,0,0,0,0,FALSE
GENTS,2003,0,0,285,24261120000000,248,0.3235721537823273,246,0.13102826240640453,48,mobilya matress tahta,FALSE,4,2,0,TRUE,0,0,0,0,0,FALSE
GEREL,2003,0,0,93,32260500000000,249,-1.1059119911496404,157,1.1789683946193104,28,elektronik kablo etc,FALSE,6,0,1,FALSE,0,0,0,0,NA,FALSE
GIMA,2003,0,1,3466,106875000000000,249,0.13470489778684358,246,0.090039979065014,55,perakendeciler,FALSE,5,0,1,FALSE,1,510759.5906297375,773316,0,-1,TRUE
GLBYO,2003,0,1,2,4300000000000,249,0.7265951146274845,246,0.31294173921101764,46,menkul kiymet yatirim ortakliklari,FALSE,17,6,0,TRUE,0,0,0,0,-1,FALSE
GLMDE,2003,0,1,282,57000000000000,249,-0.12974631637788708,246,0.4019501660007204,14,araci kurumlar,FALSE,4,0,1,FALSE,0,0,0,0,-1,FALSE
GOLDS,2003,0,0,257,63200000000000,249,0.38983979020508375,246,0.08489944378648615,42,jewellery,TRUE,1,0,1,FALSE,0,0,0,0,0,FALSE
GOLTS,2003,0,0,378,44640000000000,249,0.910667494569011,246,0.28263906208339895,20,cimento,FALSE,19,4,0,TRUE,1,2867275.09390457,3854908,0,-1,TRUE
GOODY,2003,0,0,1496,131094303703000,249,0.035091319811269894,246,0.24116205681688818,44,lastikler,FALSE,2,1,1,TRUE,1,2575871.187788661,3900000,0,0,TRUE
GRNYO,2003,0,0,3,6900000000000,249,0.31403090214853235,246,1.6635848084365534,46,menkul kiymet yatirim ortakliklari,FALSE,17,7,0,TRUE,0,0,0,0,0,FALSE
GSDHO,2003,0,1,26,65599999999999.99,249,0.1321449958750207,246,0.256719846847816,8,Holdingler ve yatirim sirketleri,FALSE,16,2,0,TRUE,0,0,0,0,-1,FALSE
GSRAY,2003,0,0,7,66137500000000,249,0.814452643937178,246,0.6391526000449748,63,spor takimlari,FALSE,3,1,0,TRUE,0,0,0,0,0,FALSE
GUBRF,2003,0,1,434,211486585334419.8,249,0.06464230260410675,246,0.8676867302592184,33,gubre,TRUE,4,0,1,FALSE,2,487062.8966616654,737438,0,-1,TRUE
GUSGR,2003,0,0,327,64800000000000,249,0.39125771045042446,246,0.35116319365009263,61,sigorta sirketleri,FALSE,7,2,1,TRUE,0,0,0,0,0,FALSE
HEKTS,2003,0,0,203,37184100000000,249,2.950435210594682e-4,246,0.6632238717453222,33,gubre,FALSE,4,1,1,TRUE,0,0,0,0,0,FALSE
HURGZ,2003,0,1,NA,1066370668487849.9,249,0.10326267200401729,246,0.6592428048882533,7,Gazetler,FALSE,4,0,1,FALSE,0,0,0,0,-1,FALSE
HZNDR,2003,0,0,134,5950000000000,249,1.2915791358287705,246,0.3130917879771494,60,seramik porselen,FALSE,3,1,1,TRUE,0,0,0,0,0,FALSE
IDAS,2003,0,0,463,43200000000000,249,0.1434441762756204,246,0.03413300636945593,48,mobilya matress tahta,TRUE,4,1,0,TRUE,0,0,0,0,0,FALSE
IHEVA,2003,0,0,328,48296250000000,249,-0.27443684570175986,246,1.0610717361946154,3,Beyazesya,FALSE,7,0,1,FALSE,0,0,0,0,0,FALSE
IHLAS,2003,0,1,779,319194905040000,249,-0.08110554985493444,246,0.24105504808798117,8,Holdingler ve yatirim sirketleri,FALSE,16,4,0,TRUE,0,0,0,0,-1,FALSE
INTEM,2003,0,1,222,87000000000000,249,0.16378930866502683,246,0.30477650581108107,58,plastik,TRUE,4,0,1,FALSE,1,8464.709010948585,12816,0,-1,TRUE
IPMAT,2003,0,0,364,15938999999999.998,249,-0.1317533211252171,246,-0.07210329390134551,7,Gazetler,FALSE,4,0,1,FALSE,0,0,0,0,0,FALSE
ISAMB,2003,0,1,116,16710854676000,249,-0.3896096292088993,244,-0.11466290832014003,53,paper products,FALSE,12,4,0,TRUE,0,0,0,0,-1,FALSE
ISBTR,2003,0,1,15550,870301518e9,246,0.27955019290451233,246,0.4838870965236435,2,Bankalar,TRUE,12,0,1,FALSE,0,0,0,0,-1,FALSE
ISFIN,2003,0,0,49,20500000000000,249,0.6352797982393995,246,1.3343585663526096,4,"Factoring, finansal kiralama",FALSE,10,4,0,TRUE,0,0,0,0,NA,FALSE
ISYAT,2003,0,0,4,25800000000000,249,0.5182843690536669,246,0.9572681250546113,46,menkul kiymet yatirim ortakliklari,TRUE,17,1,0,TRUE,0,0,0,0,0,FALSE
IZMDC,2003,0,0,723,56647500000000,249,0.7172447321390059,246,0.5890069213073497,21,demir celik,FALSE,3,1,0,TRUE,2,236125.01701145354,349837,0,0,TRUE
IZOCM,2003,0,1,342,61950000000000,249,0.5045006531990001,246,0.5964643398819702,19,cam,FALSE,5,1,1,TRUE,0,0,0,0,-1,FALSE
KAPLM,2003,0,1,110,10560000000000,248,0.5480033657472789,245,0.2876820724517808,53,paper products,FALSE,12,3,0,TRUE,1,45903.34552597743,69500,0,-1,TRUE
KARSN,2003,0,1,835,259200000000000,249,0.14585187701256086,246,0.5835989497661667,1,Araba,FALSE,9,1,0,TRUE,0,0,0,0,-1,FALSE
KARTN,2003,0,1,288,100237500000000,249,0.5273322448633033,245,0.6724635087009525,53,paper products,FALSE,12,4,1,TRUE,1,5210054.669195581,7004658,0,-1,TRUE
KAVPA,2003,0,1,4,15750000000000,249,0.11917270953240666,246,0.6649763035932489,50,"other business activities, pazarlama, danismanlik etc, bi bak",TRUE,1,0,1,FALSE,0,0,0,0,-1,FALSE
KCHOL,2003,0,1,152,136231875e8,249,0.06534934086422739,246,0.5083750723359708,8,Holdingler ve yatirim sirketleri,FALSE,16,1,1,TRUE,0,0,0,0,-1,FALSE
KENT,2003,0,0,1683,330873430500000,249,0.45399214900282603,246,0.29322225282739156,54,pastry food and biscuits etc,FALSE,3,0,1,FALSE,0,0,0,0,0,FALSE
KERVT,2003,0,0,513,4492800000000,249,0.5147781980818139,246,0.5207759546191588,51,"other products, superfreshlike",FALSE,4,0,1,FALSE,0,0,0,0,0,FALSE
KIPA,2003,0,1,1475,587500000000000,249,0.1599885413987301,246,0.4209344780227824,55,perakendeciler,FALSE,5,1,0,TRUE,0,0,0,0,-1,FALSE
KLBMO,2003,0,0,226,7476000000000,249,0.25241393361432324,246,0.1264841471091196,48,mobilya matress tahta,FALSE,4,1,1,TRUE,0,0,0,0,0,FALSE
KLMSN,2003,0,0,463,15299999999999.998,249,0.11583181552512173,246,0.11122563511022432,3,Beyazesya,FALSE,7,0,1,FALSE,2,1993487.1871031895,3018241,0,0,TRUE
KNFRT,2003,0,0,120,24480000000000,249,-0.2674793651342614,246,0.4298223101182194,47,meyve sebze,FALSE,5,4,0,TRUE,0,0,0,0,0,FALSE
KONYA,2003,0,0,133,53607840000000,249,0.8878591702896155,246,0.4897760882108546,20,cimento,FALSE,19,4,0,TRUE,0,0,0,0,0,FALSE
KORDS,2003,0,1,811,493112529000000,249,0.094526173492116,246,0.5484352642470075,59,polyester sentetikip,FALSE,5,1,0,TRUE,0,0,0,0,-1,FALSE
KOTKS,2003,0,0,715,7792200000000,249,-0.09763846956391589,246,-0.044437182080312526,62,son giyilecek clothes tekstil,FALSE,12,3,0,TRUE,1,14015.38118073728,21220,0,0,TRUE
KOZAD,2003,0,0,44,129360000000000,249,0.04255961441879408,215,-0.6403763649693802,53,paper products,FALSE,12,4,0,TRUE,0,0,0,0,0,FALSE
KRDMD,2003,0,1,3665,32205993569999.996,249,1.4699495103388798,246,0.853489830635124,21,demir celik,FALSE,3,1,1,TRUE,1,515174.2375577323,780000,0,-1,TRUE
KRSTL,2003,1,0,102,165600000000000,249,-0.022989518224698746,246,-0.10184056653560591,38,"icecekler, kola meyve suyu etc",TRUE,2,0,1,FALSE,0,0,0,1,1,FALSE
KRTEK,2003,0,0,832,23400332284800,249,0.4390725946500142,246,0.18733108797407688,25,dogal ip tekstil,FALSE,6,2,0,TRUE,0,0,0,0,0,FALSE
KUTPO,2003,0,0,760,36936000000000,249,0.3601371516672033,246,0.1939495947890737,60,seramik porselen,TRUE,3,0,1,FALSE,0,0,0,0,0,FALSE
LINK,2003,1,0,99,30799999999999.996,249,0.302465868636018,246,-0.8683512695850363,15,aselsanlike,FALSE,8,1,1,TRUE,0,0,0,1,1,FALSE
LIOYS,2003,0,0,139,20790000000000,249,-0.08388148398070208,246,0.3227733922630509,71,yaglar,TRUE,2,1,0,TRUE,0,0,0,0,0,FALSE
LOGO,2003,0,1,200,13685000000000,249,0.8131648540177483,246,0.2735269807011498,15,aselsanlike,FALSE,8,1,0,TRUE,0,0,0,0,-1,FALSE
LUKSK,2003,0,0,140,7722000000000,248,0.18446424965779262,246,0.22314355131420957,13,ara ureticiler tekstil,FALSE,10,1,0,TRUE,0,0,0,0,0,FALSE
MAALT,2003,0,1,132,9695700000000,249,0.3813675565291039,246,0.5317862650069028,49,otel restoran,FALSE,8,4,0,TRUE,0,0,0,0,-1,FALSE
MAKTK,2003,0,0,230,7063867936125,249,0.018018505502678306,246,0.26966356694910265,66,takim tezgahlari uretimi,FALSE,2,0,1,FALSE,0,0,0,0,0,FALSE
MEGES,2003,0,0,94,10676900000000,249,0.08526465165468852,246,-0.118364600081033,17,boya,FALSE,7,2,0,TRUE,2,28971.94606470503,43865,0,-1,TRUE
MEMSA,2003,0,0,828,12750000000000,249,0.14474061986567732,246,0.6847789308894285,62,son giyilecek clothes tekstil,FALSE,12,4,0,TRUE,0,0,0,0,0,FALSE
MERKO,2003,0,0,249,19765814189100,248,-0.24512245803298505,246,0.6402247791056027,47,meyve sebze,FALSE,5,4,0,TRUE,0,0,0,0,0,FALSE
METUR,2003,1,1,2,296000000000000,249,0.13434805253107862,246,-1.798978764324895,49,otel restoran,TRUE,8,0,1,FALSE,1,2606992.335095691,3947119,1,0,TRUE
MIGRS,2003,0,1,6460,199665e10,249,0.3509265080526829,246,0.3337931817294939,55,perakendeciler,TRUE,5,0,1,FALSE,2,20700080.837204963,29241101,0,-1,TRUE
MILYT,2003,0,1,154,51826871274500,249,0.02248372129570264,246,0.9909816244757446,7,Gazetler,FALSE,4,0,1,FALSE,0,0,0,0,-1,FALSE
MIPAZ,2003,0,1,52,32878669824000,249,-0.05644864986430201,246,0.8990315225336605,55,perakendeciler,FALSE,5,0,1,FALSE,0,0,0,0,-1,FALSE
MMART,2003,1,1,740,35648424292950,249,0.4911547101245164,246,0.4818380868927379,49,otel restoran,FALSE,8,1,0,TRUE,0,0,0,1,0,FALSE
MNDRS,2003,0,1,3508,68914194327999.99,249,-0.2371297932889498,246,0.093090423066012,29,entegre her seviye tekstil,FALSE,4,1,0,TRUE,0,0,0,0,-1,FALSE
MRDIN,2003,0,1,251,130860260370000,249,0.4321180377400706,246,0.49584998714433426,20,cimento,FALSE,19,7,0,TRUE,1,452428.6573423674,685000,0,-1,TRUE
MRSHL,2003,0,1,445,119064000000000,249,0.08464949302990599,246,0.3774737210736083,17,boya,FALSE,7,2,0,TRUE,0,0,0,0,-1,FALSE
MTEKS,2003,1,1,190,10370850000000,249,0.008449502971476675,246,0.023810648693718517,25,dogal ip tekstil,FALSE,6,1,0,TRUE,1,6761718.160702047,9541060,1,0,TRUE
MUTLU,2003,0,0,479,14580000000000,249,0.4415684415331891,246,0.41773520069997916,1,Araba,FALSE,9,1,1,TRUE,0,0,0,0,0,FALSE
MYZYO,2003,1,0,1,621000000000,249,1.3754683637048175,245,0.9753796482441622,46,menkul kiymet yatirim ortakliklari,FALSE,17,4,0,TRUE,0,0,0,1,1,FALSE
